========================>2020-05-04 17-33-14	N5<========================
iterTime	volumeRate	crossRate	mutateRate	algo_time
74	0.8048	0.85	0.6	134.83572506904602
75	0.8048	0.85	0.6	134.83572506904602
76	0.8048	0.85	0.6	134.83572506904602
77	0.8048	0.85	0.6	134.83572506904602
78	0.8066	0.85	0.6	134.83572506904602
79	0.8066	0.85	0.6	134.83572506904602
80	0.8066	0.85	0.6	134.83572506904602
81	0.8066	0.85	0.6	134.83572506904602
82	0.8066	0.85	0.6	134.83572506904602
83	0.8066	0.85	0.6	134.83572506904602
84	0.8066	0.85	0.6	134.83572506904602
85	0.8066	0.85	0.6	134.83572506904602
86	0.8066	0.85	0.6	134.83572506904602
87	0.8066	0.85	0.6	134.83572506904602
88	0.8066	0.85	0.6	134.83572506904602
89	0.8066	0.85	0.6	134.83572506904602
90	0.8066	0.85	0.6	134.83572506904602
91	0.8066	0.85	0.6	134.83572506904602
92	0.8066	0.85	0.6	134.83572506904602
93	0.8066	0.85	0.6	134.83572506904602
94	0.8066	0.85	0.6	134.83572506904602
95	0.8066	0.85	0.6	134.83572506904602
96	0.8066	0.85	0.6	134.83572506904602
97	0.8066	0.85	0.6	134.83572506904602
98	0.8066	0.85	0.6	134.83572506904602
99	0.8066	0.85	0.6	134.83572506904602
100	0.8066	0.85	0.6	134.83572506904602
101	0.8066	0.85	0.6	134.83572506904602
102	0.8066	0.85	0.6	134.83572506904602
103	0.8066	0.85	0.6	134.83572506904602
104	0.8066	0.85	0.6	134.83572506904602
105	0.8066	0.85	0.6	134.83572506904602
106	0.8066	0.85	0.6	134.83572506904602
107	0.8066	0.85	0.6	134.83572506904602
108	0.8066	0.85	0.6	134.83572506904602
109	0.8066	0.85	0.6	134.83572506904602
110	0.8066	0.85	0.6	134.83572506904602
111	0.8066	0.85	0.6	134.83572506904602
112	0.8066	0.85	0.6	134.83572506904602
113	0.8066	0.85	0.6	134.83572506904602
114	0.8066	0.85	0.6	134.83572506904602
115	0.8066	0.85	0.6	134.83572506904602
116	0.8066	0.85	0.6	134.83572506904602
117	0.8066	0.85	0.6	134.83572506904602
118	0.8066	0.85	0.6	134.83572506904602
119	0.8066	0.85	0.6	134.83572506904602
120	0.8066	0.85	0.6	134.83572506904602
121	0.8066	0.85	0.6	134.83572506904602
122	0.8066	0.85	0.6	134.83572506904602
123	0.8066	0.85	0.6	134.83572506904602
124	0.8066	0.85	0.6	134.83572506904602
125	0.8066	0.85	0.6	134.83572506904602
126	0.8066	0.85	0.6	134.83572506904602
127	0.8066	0.85	0.6	134.83572506904602
128	0.8066	0.85	0.6	134.83572506904602
129	0.8066	0.85	0.6	134.83572506904602
130	0.8066	0.85	0.6	134.83572506904602
131	0.8066	0.85	0.6	134.83572506904602
132	0.8066	0.85	0.6	134.83572506904602
133	0.8066	0.85	0.6	134.83572506904602
134	0.8066	0.85	0.6	134.83572506904602
135	0.8066	0.85	0.6	134.83572506904602
136	0.8066	0.85	0.6	134.83572506904602
137	0.8066	0.85	0.6	134.83572506904602
138	0.8066	0.85	0.6	134.83572506904602
139	0.8066	0.85	0.6	134.83572506904602
140	0.8078	0.85	0.6	134.83572506904602
141	0.8078	0.85	0.6	134.83572506904602
142	0.8078	0.85	0.6	134.83572506904602
143	0.8078	0.85	0.6	134.83572506904602
144	0.8078	0.85	0.6	134.83572506904602
145	0.8078	0.85	0.6	134.83572506904602
146	0.8078	0.85	0.6	134.83572506904602
147	0.8078	0.85	0.6	134.83572506904602
148	0.8078	0.85	0.6	134.83572506904602
149	0.8078	0.85	0.6	134.83572506904602
150	0.8078	0.85	0.6	134.83572506904602
151	0.8078	0.85	0.6	134.83572506904602
152	0.8078	0.85	0.6	134.83572506904602
153	0.8078	0.85	0.6	134.83572506904602
154	0.8078	0.85	0.6	134.83572506904602
155	0.8078	0.85	0.6	134.83572506904602
156	0.8078	0.85	0.6	134.83572506904602
157	0.8078	0.85	0.6	134.83572506904602
158	0.8078	0.85	0.6	134.83572506904602
159	0.8078	0.85	0.6	134.83572506904602
160	0.8078	0.85	0.6	134.83572506904602
161	0.8078	0.85	0.6	134.83572506904602
162	0.8078	0.85	0.6	134.83572506904602
163	0.8078	0.85	0.6	134.83572506904602
164	0.8078	0.85	0.6	134.83572506904602
165	0.8078	0.85	0.6	134.83572506904602
166	0.8078	0.85	0.6	134.83572506904602
167	0.8078	0.85	0.6	134.83572506904602
168	0.8078	0.85	0.6	134.83572506904602
169	0.8078	0.85	0.6	134.83572506904602
170	0.8078	0.85	0.6	134.83572506904602
171	0.8078	0.85	0.6	134.83572506904602
172	0.8078	0.85	0.6	134.83572506904602
173	0.8078	0.85	0.6	134.83572506904602
174	0.8078	0.85	0.6	134.83572506904602
175	0.8078	0.85	0.6	134.83572506904602
176	0.8078	0.85	0.6	134.83572506904602
177	0.8078	0.85	0.6	134.83572506904602
178	0.8078	0.85	0.6	134.83572506904602
179	0.8078	0.85	0.6	134.83572506904602
180	0.8078	0.85	0.6	134.83572506904602
181	0.8078	0.85	0.6	134.83572506904602
182	0.8078	0.85	0.6	134.83572506904602
183	0.8078	0.85	0.6	134.83572506904602
184	0.8078	0.85	0.6	134.83572506904602
185	0.8078	0.85	0.6	134.83572506904602
186	0.8078	0.85	0.6	134.83572506904602
187	0.8078	0.85	0.6	134.83572506904602
188	0.8078	0.85	0.6	134.83572506904602
189	0.8078	0.85	0.6	134.83572506904602
190	0.8078	0.85	0.6	134.83572506904602
191	0.8078	0.85	0.6	134.83572506904602
192	0.8078	0.85	0.6	134.83572506904602
193	0.8078	0.85	0.6	134.83572506904602
194	0.8078	0.85	0.6	134.83572506904602
195	0.8078	0.85	0.6	134.83572506904602
196	0.8078	0.85	0.6	134.83572506904602
197	0.8078	0.85	0.6	134.83572506904602
198	0.8078	0.85	0.6	134.83572506904602
199	0.8078	0.85	0.6	134.83572506904602
200	0.8078	0.85	0.6	134.83572506904602
========================>solution<========================
{'section_id': '1O1S1', 'box_type': 'BT100X100', 'box_length': 100, 'box_width': 100, 'box_height': 1, 'solution': (0, 0, 1, 10, 10, 1, 0, '1O1S1P26'), 'part_num': 1, 'volume_rate': 0.8078},
{'section_id': '1O1S1', 'box_type': 'BT100X100', 'box_length': 100, 'box_width': 100, 'box_height': 1, 'solution': (10, 0, 1, 11, 6, 1, 0, '1O1S1P35'), 'part_num': 2, 'volume_rate': 0.8078},
{'section_id': '1O1S1', 'box_type': 'BT100X100', 'box_length': 100, 'box_width': 100, 'box_height': 1, 'solution': (21, 0, 1, 74, 6, 1, 0, '1O1S1P13'), 'part_num': 3, 'volume_rate': 0.8078},
{'section_id': '1O1S1', 'box_type': 'BT100X100', 'box_length': 100, 'box_width': 100, 'box_height': 1, 'solution': (10, 6, 1, 31, 10, 1, 0, '1O1S1P46'), 'part_num': 4, 'volume_rate': 0.8078},
{'section_id': '1O1S1', 'box_type': 'BT100X100', 'box_length': 100, 'box_width': 100, 'box_height': 1, 'solution': (41, 6, 1, 6, 10, 1, 1, '1O1S1P30'), 'part_num': 5, 'volume_rate': 0.8078},
{'section_id': '1O1S1', 'box_type': 'BT100X100', 'box_length': 100, 'box_width': 100, 'box_height': 1, 'solution': (47, 6, 1, 8, 74, 1, 1, '1O1S1P4'), 'part_num': 6, 'volume_rate': 0.8078},
{'section_id': '1O1S1', 'box_type': 'BT100X100', 'box_length': 100, 'box_width': 100, 'box_height': 1, 'solution': (55, 6, 1, 34, 64, 1, 1, '1O1S1P10'), 'part_num': 7, 'volume_rate': 0.8078},
{'section_id': '1O1S1', 'box_type': 'BT100X100', 'box_length': 100, 'box_width': 100, 'box_height': 1, 'solution': (89, 6, 1, 8, 6, 1, 0, '1O1S1P45'), 'part_num': 8, 'volume_rate': 0.8078},
{'section_id': '1O1S1', 'box_type': 'BT100X100', 'box_length': 100, 'box_width': 100, 'box_height': 1, 'solution': (0, 16, 1, 47, 7, 1, 0, '1O1S1P47'), 'part_num': 9, 'volume_rate': 0.8078},
{'section_id': '1O1S1', 'box_type': 'BT100X100', 'box_length': 100, 'box_width': 100, 'box_height': 1, 'solution': (89, 16, 1, 8, 14, 1, 1, '1O1S1P33'), 'part_num': 10, 'volume_rate': 0.8078},
{'section_id': '1O1S1', 'box_type': 'BT100X100', 'box_length': 100, 'box_width': 100, 'box_height': 1, 'solution': (0, 23, 1, 22, 16, 1, 0, '1O1S1P24'), 'part_num': 11, 'volume_rate': 0.8078},
{'section_id': '1O1S1', 'box_type': 'BT100X100', 'box_length': 100, 'box_width': 100, 'box_height': 1, 'solution': (22, 30, 1, 25, 10, 1, 0, '1O1S1P6'), 'part_num': 12, 'volume_rate': 0.8078},
{'section_id': '1O1S1', 'box_type': 'BT100X100', 'box_length': 100, 'box_width': 100, 'box_height': 1, 'solution': (89, 30, 1, 6, 16, 1, 1, '1O1S1P42'), 'part_num': 13, 'volume_rate': 0.8078},
{'section_id': '1O1S1', 'box_type': 'BT100X100', 'box_length': 100, 'box_width': 100, 'box_height': 1, 'solution': (0, 39, 1, 7, 48, 1, 1, '1O1S1P19'), 'part_num': 14, 'volume_rate': 0.8078},
{'section_id': '1O1S1', 'box_type': 'BT100X100', 'box_length': 100, 'box_width': 100, 'box_height': 1, 'solution': (7, 40, 1, 7, 9, 1, 1, '1O1S1P44'), 'part_num': 15, 'volume_rate': 0.8078},
{'section_id': '1O1S1', 'box_type': 'BT100X100', 'box_length': 100, 'box_width': 100, 'box_height': 1, 'solution': (14, 46, 1, 8, 10, 1, 1, '1O1S1P43'), 'part_num': 16, 'volume_rate': 0.8078},
{'section_id': '1O1S1', 'box_type': 'BT100X100', 'box_length': 100, 'box_width': 100, 'box_height': 1, 'solution': (89, 46, 1, 10, 11, 1, 1, '1O1S1P8'), 'part_num': 17, 'volume_rate': 0.8078},
{'section_id': '1O1S1', 'box_type': 'BT100X100', 'box_length': 100, 'box_width': 100, 'box_height': 1, 'solution': (22, 46, 1, 20, 14, 1, 0, '1O1S1P27'), 'part_num': 18, 'volume_rate': 0.8078},
{'section_id': '1O1S1', 'box_type': 'BT100X100', 'box_length': 100, 'box_width': 100, 'box_height': 1, 'solution': (7, 49, 1, 6, 10, 1, 1, '1O1S1P23'), 'part_num': 19, 'volume_rate': 0.8078},
{'section_id': '1O1S1', 'box_type': 'BT100X100', 'box_length': 100, 'box_width': 100, 'box_height': 1, 'solution': (13, 56, 1, 7, 10, 1, 1, '1O1S1P50'), 'part_num': 20, 'volume_rate': 0.8078},
{'section_id': '1O1S1', 'box_type': 'BT100X100', 'box_length': 100, 'box_width': 100, 'box_height': 1, 'solution': (7, 59, 1, 6, 7, 1, 1, '1O1S1P18'), 'part_num': 21, 'volume_rate': 0.8078},
{'section_id': '1O1S1', 'box_type': 'BT100X100', 'box_length': 100, 'box_width': 100, 'box_height': 1, 'solution': (20, 60, 1, 27, 19, 1, 0, '1O1S1P7'), 'part_num': 22, 'volume_rate': 0.8078},
{'section_id': '1O1S1', 'box_type': 'BT100X100', 'box_length': 100, 'box_width': 100, 'box_height': 1, 'solution': (89, 60, 1, 8, 26, 1, 1, '1O1S1P9'), 'part_num': 23, 'volume_rate': 0.8078},
{'section_id': '1O1S1', 'box_type': 'BT100X100', 'box_length': 100, 'box_width': 100, 'box_height': 1, 'solution': (7, 66, 1, 7, 6, 1, 0, '1O1S1P38'), 'part_num': 24, 'volume_rate': 0.8078},
{'section_id': '1O1S1', 'box_type': 'BT100X100', 'box_length': 100, 'box_width': 100, 'box_height': 1, 'solution': (7, 72, 1, 10, 6, 1, 0, '1O1S1P31'), 'part_num': 25, 'volume_rate': 0.8078},
{'section_id': '1O1S1', 'box_type': 'BT100X100', 'box_length': 100, 'box_width': 100, 'box_height': 1, 'solution': (7, 80, 1, 46, 10, 1, 0, '1O1S1P17'), 'part_num': 26, 'volume_rate': 0.8078},
{'section_id': '1O1S1', 'box_type': 'BT100X100', 'box_length': 100, 'box_width': 100, 'box_height': 1, 'solution': (53, 86, 1, 7, 6, 1, 0, '1O1S1P32'), 'part_num': 27, 'volume_rate': 0.8078},
{'section_id': '1O1S1', 'box_type': 'BT100X100', 'box_length': 100, 'box_width': 100, 'box_height': 1, 'solution': (60, 86, 1, 18, 6, 1, 0, '1O1S1P20'), 'part_num': 28, 'volume_rate': 0.8078},
{'section_id': '1O1S1', 'box_type': 'BT100X100', 'box_length': 100, 'box_width': 100, 'box_height': 1, 'solution': (78, 86, 1, 10, 6, 1, 0, '1O1S1P40'), 'part_num': 29, 'volume_rate': 0.8078},
{'section_id': '1O1S1', 'box_type': 'BT100X100', 'box_length': 100, 'box_width': 100, 'box_height': 1, 'solution': (88, 86, 1, 10, 7, 1, 0, '1O1S1P2'), 'part_num': 30, 'volume_rate': 0.8078},
{'section_id': '1O1S1', 'box_type': 'BT100X100', 'box_length': 100, 'box_width': 100, 'box_height': 1, 'solution': (0, 90, 1, 53, 7, 1, 0, '1O1S1P11'), 'part_num': 31, 'volume_rate': 0.8078},
{'section_id': '1O1S1', 'box_type': 'BT100X100', 'box_length': 100, 'box_width': 100, 'box_height': 1, 'solution': (53, 92, 1, 8, 6, 1, 0, '1O1S1P41'), 'part_num': 32, 'volume_rate': 0.8078},
{'section_id': '1O1S1', 'box_type': 'BT100X100', 'box_length': 100, 'box_width': 100, 'box_height': 1, 'solution': (61, 93, 1, 20, 6, 1, 0, '1O1S1P21'), 'part_num': 33, 'volume_rate': 0.8078},

========================>2020-05-04 21-35-28	N5<========================
iterTime	volumeRate	crossRate	mutateRate	algo_time
1	0.6953	0.85	0.6	115.29979515075684
2	0.7374	0.85	0.6	115.29979515075684
3	0.7777	0.85	0.6	115.29979515075684
4	0.8017	0.85	0.6	115.29979515075684
5	0.8017	0.85	0.6	115.29979515075684
6	0.8017	0.85	0.6	115.29979515075684
7	0.8125	0.85	0.6	115.29979515075684
8	0.8125	0.85	0.6	115.29979515075684
9	0.8125	0.85	0.6	115.29979515075684
10	0.8125	0.85	0.6	115.29979515075684
11	0.8311	0.85	0.6	115.29979515075684
12	0.8423	0.85	0.6	115.29979515075684
13	0.8423	0.85	0.6	115.29979515075684
14	0.8423	0.85	0.6	115.29979515075684
15	0.8423	0.85	0.6	115.29979515075684
16	0.8423	0.85	0.6	115.29979515075684
17	0.8423	0.85	0.6	115.29979515075684
18	0.8423	0.85	0.6	115.29979515075684
19	0.8423	0.85	0.6	115.29979515075684
20	0.8423	0.85	0.6	115.29979515075684
21	0.8423	0.85	0.6	115.29979515075684
22	0.8423	0.85	0.6	115.29979515075684
23	0.8423	0.85	0.6	115.29979515075684
24	0.8423	0.85	0.6	115.29979515075684
25	0.8423	0.85	0.6	115.29979515075684
26	0.8423	0.85	0.6	115.29979515075684
27	0.8423	0.85	0.6	115.29979515075684
28	0.8423	0.85	0.6	115.29979515075684
29	0.8423	0.85	0.6	115.29979515075684
30	0.8423	0.85	0.6	115.29979515075684
31	0.8423	0.85	0.6	115.29979515075684
32	0.8423	0.85	0.6	115.29979515075684
33	0.8423	0.85	0.6	115.29979515075684
34	0.8423	0.85	0.6	115.29979515075684
35	0.8423	0.85	0.6	115.29979515075684
36	0.8423	0.85	0.6	115.29979515075684
37	0.8423	0.85	0.6	115.29979515075684
38	0.8423	0.85	0.6	115.29979515075684
39	0.8423	0.85	0.6	115.29979515075684
40	0.8423	0.85	0.6	115.29979515075684
41	0.8423	0.85	0.6	115.29979515075684
42	0.8465	0.85	0.6	115.29979515075684
43	0.8465	0.85	0.6	115.29979515075684
44	0.8465	0.85	0.6	115.29979515075684
45	0.8465	0.85	0.6	115.29979515075684
46	0.8465	0.85	0.6	115.29979515075684
47	0.8465	0.85	0.6	115.29979515075684
48	0.8465	0.85	0.6	115.29979515075684
49	0.8465	0.85	0.6	115.29979515075684
50	0.8465	0.85	0.6	115.29979515075684
51	0.8465	0.85	0.6	115.29979515075684
52	0.8465	0.85	0.6	115.29979515075684
53	0.8465	0.85	0.6	115.29979515075684
54	0.8465	0.85	0.6	115.29979515075684
55	0.8465	0.85	0.6	115.29979515075684
56	0.8465	0.85	0.6	115.29979515075684
57	0.8465	0.85	0.6	115.29979515075684
58	0.8465	0.85	0.6	115.29979515075684
59	0.8465	0.85	0.6	115.29979515075684
60	0.8465	0.85	0.6	115.29979515075684
61	0.8465	0.85	0.6	115.29979515075684
62	0.8465	0.85	0.6	115.29979515075684
63	0.8465	0.85	0.6	115.29979515075684
64	0.8465	0.85	0.6	115.29979515075684
65	0.8627	0.85	0.6	115.29979515075684
66	0.8627	0.85	0.6	115.29979515075684
67	0.8627	0.85	0.6	115.29979515075684
68	0.8627	0.85	0.6	115.29979515075684
69	0.8697	0.85	0.6	115.29979515075684
70	0.8697	0.85	0.6	115.29979515075684
71	0.8697	0.85	0.6	115.29979515075684
72	0.8697	0.85	0.6	115.29979515075684
73	0.8697	0.85	0.6	115.29979515075684
74	0.8767	0.85	0.6	115.29979515075684
75	0.8767	0.85	0.6	115.29979515075684
76	0.8767	0.85	0.6	115.29979515075684
77	0.8827	0.85	0.6	115.29979515075684
78	0.8827	0.85	0.6	115.29979515075684
79	0.8827	0.85	0.6	115.29979515075684
80	0.8827	0.85	0.6	115.29979515075684
81	0.8827	0.85	0.6	115.29979515075684
82	0.8827	0.85	0.6	115.29979515075684
83	0.8827	0.85	0.6	115.29979515075684
84	0.8827	0.85	0.6	115.29979515075684
85	0.8827	0.85	0.6	115.29979515075684
86	0.8827	0.85	0.6	115.29979515075684
87	0.8827	0.85	0.6	115.29979515075684
88	0.8827	0.85	0.6	115.29979515075684
89	0.8827	0.85	0.6	115.29979515075684
90	0.8827	0.85	0.6	115.29979515075684
91	0.8827	0.85	0.6	115.29979515075684
92	0.8827	0.85	0.6	115.29979515075684
93	0.8827	0.85	0.6	115.29979515075684
94	0.8827	0.85	0.6	115.29979515075684
95	0.8827	0.85	0.6	115.29979515075684
96	0.8827	0.85	0.6	115.29979515075684
97	0.8827	0.85	0.6	115.29979515075684
98	0.8827	0.85	0.6	115.29979515075684
99	0.8827	0.85	0.6	115.29979515075684
100	0.8827	0.85	0.6	115.29979515075684
101	0.8827	0.85	0.6	115.29979515075684
102	0.8827	0.85	0.6	115.29979515075684
103	0.8827	0.85	0.6	115.29979515075684
104	0.8827	0.85	0.6	115.29979515075684
105	0.8827	0.85	0.6	115.29979515075684
106	0.8827	0.85	0.6	115.29979515075684
107	0.8827	0.85	0.6	115.29979515075684
108	0.8827	0.85	0.6	115.29979515075684
109	0.8827	0.85	0.6	115.29979515075684
110	0.8827	0.85	0.6	115.29979515075684
111	0.8827	0.85	0.6	115.29979515075684
112	0.8827	0.85	0.6	115.29979515075684
113	0.8827	0.85	0.6	115.29979515075684
114	0.8827	0.85	0.6	115.29979515075684
115	0.8827	0.85	0.6	115.29979515075684
116	0.8827	0.85	0.6	115.29979515075684
117	0.8827	0.85	0.6	115.29979515075684
118	0.8827	0.85	0.6	115.29979515075684
119	0.8827	0.85	0.6	115.29979515075684
120	0.8827	0.85	0.6	115.29979515075684
121	0.8827	0.85	0.6	115.29979515075684
122	0.8827	0.85	0.6	115.29979515075684
123	0.8827	0.85	0.6	115.29979515075684
124	0.8827	0.85	0.6	115.29979515075684
125	0.8827	0.85	0.6	115.29979515075684
126	0.8827	0.85	0.6	115.29979515075684
127	0.8827	0.85	0.6	115.29979515075684
128	0.8827	0.85	0.6	115.29979515075684
129	0.8827	0.85	0.6	115.29979515075684
130	0.8827	0.85	0.6	115.29979515075684
131	0.8827	0.85	0.6	115.29979515075684
132	0.8827	0.85	0.6	115.29979515075684
133	0.8827	0.85	0.6	115.29979515075684
134	0.8827	0.85	0.6	115.29979515075684
135	0.8827	0.85	0.6	115.29979515075684
136	0.8827	0.85	0.6	115.29979515075684
137	0.8827	0.85	0.6	115.29979515075684
138	0.8827	0.85	0.6	115.29979515075684
139	0.8827	0.85	0.6	115.29979515075684
140	0.8827	0.85	0.6	115.29979515075684
141	0.8827	0.85	0.6	115.29979515075684
142	0.8827	0.85	0.6	115.29979515075684
143	0.8827	0.85	0.6	115.29979515075684
144	0.8827	0.85	0.6	115.29979515075684
145	0.8827	0.85	0.6	115.29979515075684
146	0.8827	0.85	0.6	115.29979515075684
147	0.8827	0.85	0.6	115.29979515075684
148	0.8827	0.85	0.6	115.29979515075684
149	0.8827	0.85	0.6	115.29979515075684
150	0.8827	0.85	0.6	115.29979515075684
151	0.8827	0.85	0.6	115.29979515075684
152	0.8827	0.85	0.6	115.29979515075684
153	0.8827	0.85	0.6	115.29979515075684
154	0.8827	0.85	0.6	115.29979515075684
155	0.8827	0.85	0.6	115.29979515075684
156	0.8827	0.85	0.6	115.29979515075684
157	0.8827	0.85	0.6	115.29979515075684
158	0.8827	0.85	0.6	115.29979515075684
159	0.8827	0.85	0.6	115.29979515075684
160	0.8827	0.85	0.6	115.29979515075684
161	0.8827	0.85	0.6	115.29979515075684
162	0.8827	0.85	0.6	115.29979515075684
163	0.8827	0.85	0.6	115.29979515075684
164	0.8827	0.85	0.6	115.29979515075684
165	0.8827	0.85	0.6	115.29979515075684
166	0.8827	0.85	0.6	115.29979515075684
167	0.8827	0.85	0.6	115.29979515075684
168	0.8827	0.85	0.6	115.29979515075684
169	0.8827	0.85	0.6	115.29979515075684
170	0.8827	0.85	0.6	115.29979515075684
171	0.8827	0.85	0.6	115.29979515075684
172	0.8827	0.85	0.6	115.29979515075684
173	0.8827	0.85	0.6	115.29979515075684
174	0.8827	0.85	0.6	115.29979515075684
175	0.8827	0.85	0.6	115.29979515075684
176	0.8827	0.85	0.6	115.29979515075684
177	0.8827	0.85	0.6	115.29979515075684
178	0.8827	0.85	0.6	115.29979515075684
179	0.8827	0.85	0.6	115.29979515075684
180	0.8827	0.85	0.6	115.29979515075684
181	0.8827	0.85	0.6	115.29979515075684
182	0.8827	0.85	0.6	115.29979515075684
183	0.8827	0.85	0.6	115.29979515075684
184	0.8827	0.85	0.6	115.29979515075684
185	0.8827	0.85	0.6	115.29979515075684
186	0.8827	0.85	0.6	115.29979515075684
187	0.8827	0.85	0.6	115.29979515075684
188	0.8827	0.85	0.6	115.29979515075684
189	0.8827	0.85	0.6	115.29979515075684
190	0.8827	0.85	0.6	115.29979515075684
191	0.8827	0.85	0.6	115.29979515075684
192	0.8827	0.85	0.6	115.29979515075684
193	0.8827	0.85	0.6	115.29979515075684
194	0.8827	0.85	0.6	115.29979515075684
195	0.8827	0.85	0.6	115.29979515075684
196	0.8827	0.85	0.6	115.29979515075684
197	0.8827	0.85	0.6	115.29979515075684
198	0.8827	0.85	0.6	115.29979515075684
199	0.8827	0.85	0.6	115.29979515075684
200	0.8827	0.85	0.6	115.29979515075684
========================>solution<========================
{'section_id': '1O1S1', 'box_type': 'BT100X100', 'box_length': 100, 'box_width': 100, 'box_height': 1, 'solution': (0, 0, 1, 74, 8, 1, 0, '1O1S1P4'), 'part_num': 1, 'volume_rate': 0.8827},
{'section_id': '1O1S1', 'box_type': 'BT100X100', 'box_length': 100, 'box_width': 100, 'box_height': 1, 'solution': (74, 0, 1, 10, 6, 1, 0, '1O1S1P40'), 'part_num': 2, 'volume_rate': 0.8827},
{'section_id': '1O1S1', 'box_type': 'BT100X100', 'box_length': 100, 'box_width': 100, 'box_height': 1, 'solution': (0, 8, 1, 34, 64, 1, 1, '1O1S1P10'), 'part_num': 3, 'volume_rate': 0.8827},
{'section_id': '1O1S1', 'box_type': 'BT100X100', 'box_length': 100, 'box_width': 100, 'box_height': 1, 'solution': (34, 8, 1, 7, 53, 1, 1, '1O1S1P11'), 'part_num': 4, 'volume_rate': 0.8827},
{'section_id': '1O1S1', 'box_type': 'BT100X100', 'box_length': 100, 'box_width': 100, 'box_height': 1, 'solution': (41, 8, 1, 7, 48, 1, 1, '1O1S1P19'), 'part_num': 5, 'volume_rate': 0.8827},
{'section_id': '1O1S1', 'box_type': 'BT100X100', 'box_length': 100, 'box_width': 100, 'box_height': 1, 'solution': (48, 8, 1, 47, 7, 1, 0, '1O1S1P47'), 'part_num': 6, 'volume_rate': 0.8827},
{'section_id': '1O1S1', 'box_type': 'BT100X100', 'box_length': 100, 'box_width': 100, 'box_height': 1, 'solution': (48, 15, 1, 10, 46, 1, 1, '1O1S1P17'), 'part_num': 7, 'volume_rate': 0.8827},
